VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2015-12-04 19:15:48,2015-12-04 19:26:33,5,1.87,-73.998985290527344,40.760555267333984,1,N,-73.991645812988281,40.745128631591797,1,9,1,0.5,2.16,0,0.3,12.96
2,2015-12-04 19:15:48,2015-12-04 19:19:43,2,.76,-73.948333740234375,40.8040771484375,1,N,-73.948333740234375,40.8040771484375,1,5,1,0.5,1.36,0,0.3,8.16
2,2015-12-04 19:15:48,2015-12-04 19:25:46,1,.25,-73.970787048339844,40.755138397216797,1,N,-73.975433349609375,40.756759643554687,2,7,1,0.5,0,0,0.3,8.8
2,2015-12-04 19:15:49,2015-12-04 19:33:26,1,2.33,-74.008262634277344,40.714611053466797,1,N,-73.991287231445313,40.744850158691406,1,13,1,0.5,4.44,0,0.3,19.24
2,2015-12-04 19:15:49,2015-12-04 20:16:25,6,13.19,-74.005599975585938,40.751136779785156,1,N,-73.863792419433594,40.665607452392578,1,46.5,1,0.5,5.5,0,0.3,53.8
1,2015-12-04 19:15:50,2015-12-04 19:30:07,2,2.10,-73.966148376464844,40.765548706054688,1,N,-73.976234436035156,40.785945892333984,1,11.5,1,0.5,1.2,0,0.3,14.5
2,2015-12-04 19:15:50,2015-12-04 19:25:47,1,1.24,-73.98583984375,40.752799987792969,1,N,-74.002708435058594,40.760669708251953,1,8,1,0.5,1.96,0,0.3,11.76
2,2015-12-04 19:15:50,2015-12-04 19:43:20,1,5.68,-73.991180419921875,40.733169555664063,1,N,-74.012222290039063,40.675930023193359,1,21.5,1,0.5,3.7,0,0.3,27
1,2015-12-04 19:15:51,2015-12-04 19:28:00,1,2.70,-74.005996704101563,40.748302459716797,1,N,-73.981246948242188,40.768871307373047,1,11.5,1,0.5,1,0,0.3,14.3
1,2015-12-04 19:15:51,2015-12-04 19:40:31,1,3.20,-73.964668273925781,40.766635894775391,1,N,-73.988822937011719,40.727180480957031,2,16.5,0,0.5,0,0,0.3,17.3
2,2015-12-04 19:15:51,2015-12-04 19:19:36,1,.60,-73.983871459960937,40.733924865722656,1,N,-73.989028930664062,40.726741790771484,1,4.5,1,0.5,1,0,0.3,7.3
2,2015-12-04 19:15:51,2015-12-04 19:19:21,1,.64,-73.975028991699219,40.790355682373047,1,N,-73.969017028808594,40.798450469970703,1,4.5,1,0.5,1,0,0.3,7.3
1,2015-12-04 19:15:52,2015-12-04 19:45:01,1,1.00,-73.968925476074219,40.750217437744141,1,N,-73.984825134277344,40.757343292236328,2,17,1,0.5,0,0,0.3,18.8
1,2015-12-04 19:15:52,2015-12-04 19:50:08,3,3.10,-73.978240966796875,40.734237670898438,1,N,-73.998207092285156,40.764190673828125,1,22,1,0.5,4.75,0,0.3,28.55
1,2015-12-04 19:15:52,2015-12-04 19:37:37,1,4.60,-74.000862121582031,40.728000640869141,1,N,-73.954498291015625,40.769882202148438,2,18,1,0.5,0,0,0.3,19.8
1,2015-12-04 19:15:52,2015-12-04 19:29:22,3,1.20,-73.979278564453125,40.766971588134766,1,N,-73.959793090820313,40.762897491455078,1,10,1,0.5,3.5,0,0.3,15.3
1,2015-12-04 19:15:52,2015-12-04 19:31:49,1,2.10,-73.979537963867188,40.749198913574219,1,N,-73.980316162109375,40.727039337158203,1,11.5,1,0.5,2,0,0.3,15.3
1,2015-12-04 19:15:52,2015-12-04 19:27:49,1,1.40,-73.994308471679688,40.746337890625,1,N,-73.991287231445313,40.730205535888672,2,9,1,0.5,0,0,0.3,10.8
1,2015-12-04 19:15:52,2015-12-04 19:24:54,1,.90,-73.984359741210937,40.748508453369141,1,N,-73.983436584472656,40.738140106201172,1,7.5,1,0.5,1.85,0,0.3,11.15
2,2015-12-04 19:15:52,2015-12-04 19:32:44,3,2.42,-73.982711791992188,40.771579742431641,1,N,-74.001762390136719,40.743488311767578,2,13,1,0.5,0,0,0.3,14.8
2,2015-12-04 19:15:52,2015-12-04 19:35:56,1,.93,-73.973777770996094,40.754978179931641,1,N,-73.983489990234375,40.755279541015625,2,12.5,1,0.5,0,0,0.3,14.3
2,2015-12-04 19:15:52,2015-12-04 19:19:59,1,.92,-73.969573974609375,40.785507202148437,1,N,-73.957473754882813,40.782733917236328,1,5.5,1,0.5,1.46,0,0.3,8.76
1,2015-12-04 19:15:53,2015-12-04 19:28:33,1,3.10,-73.9630126953125,40.757698059082031,1,N,-73.977592468261719,40.72930908203125,2,12.5,1,0.5,0,0,0.3,14.3
1,2015-12-04 19:15:53,2015-12-04 19:15:53,2,.00,-73.862739562988281,40.768840789794922,5,N,0,0,2,0,0,0,0,5.54,0.3,5.84
1,2015-12-04 19:15:53,2015-12-04 19:58:50,1,11.90,-73.998939514160156,40.744857788085938,1,N,-73.896102905273438,40.855354309082031,1,40,1,0.5,0,0,0.3,41.8
1,2015-12-04 19:15:53,2015-12-04 19:26:54,1,1.50,-73.959518432617188,40.801433563232422,1,N,-73.938926696777344,40.804645538330078,2,9.5,1,0.5,0,0,0.3,11.3
2,2015-12-04 19:15:53,2015-12-04 19:19:28,2,.24,-73.973190307617187,40.763282775878906,1,N,-73.96923828125,40.761245727539062,1,4,1,0.5,1.45,0,0.3,7.25
2,2015-12-04 19:15:53,2015-12-05 19:13:32,5,.72,-73.981842041015625,40.752876281738281,1,N,-73.991081237792969,40.750640869140625,1,4.5,1,0.5,0.63,0,0.3,6.93
2,2015-12-04 19:15:53,2015-12-04 19:37:17,5,1.46,-73.980278015136719,40.779987335205078,1,N,-73.975425720214844,40.765445709228516,1,13.5,1,0.5,3.06,0,0.3,18.36
2,2015-12-04 19:15:53,2015-12-04 19:22:11,1,.83,-73.994056701660156,40.726650238037109,1,N,-74.003730773925781,40.729927062988281,1,6,1,0.5,1.56,0,0.3,9.36
2,2015-12-04 19:15:53,2015-12-04 19:58:15,5,17.48,-73.784133911132813,40.64862060546875,1,N,-73.972030639648438,40.579498291015625,2,49.5,1,0.5,0,0,0.3,51.3
2,2015-12-04 19:15:54,2015-12-04 19:24:44,1,1.34,-74.003311157226563,40.750091552734375,1,N,-73.983131408691406,40.744808197021484,1,7.5,1,0.5,1.86,0,0.3,11.16
2,2015-12-04 19:15:54,2015-12-04 20:17:41,1,18.12,-73.7767333984375,40.645416259765625,2,N,-73.990982055664063,40.733665466308594,1,52,0,0.5,10,5.54,0.3,68.34
1,2015-12-04 19:15:55,2015-12-04 19:22:51,1,.90,-73.988655090332031,40.736469268798828,1,N,-73.978416442871094,40.729545593261719,1,6.5,1,0.5,1,0,0.3,9.3
1,2015-12-04 19:15:55,2015-12-04 19:32:51,1,2.20,-74.000808715820313,40.736099243164063,1,N,-73.980331420898438,40.759506225585938,1,12,1,0.5,2.75,0,0.3,16.55
1,2015-12-04 19:15:55,2015-12-04 19:23:02,1,.40,-73.986671447753906,40.758659362792969,1,N,-73.985214233398437,40.753749847412109,1,6,1,0.5,2,0,0.3,9.8
2,2015-12-04 19:15:55,2015-12-04 19:27:19,1,2.57,-73.981147766113281,40.744800567626953,1,N,-73.982803344726563,40.719680786132813,2,11,1,0.5,0,0,0.3,12.8
2,2015-12-04 19:15:55,2015-12-04 19:27:33,1,2.01,-73.95037841796875,40.783851623535156,1,N,-73.976913452148437,40.793209075927734,1,10,1,0.5,1.5,0,0.3,13.3
2,2015-12-04 19:15:55,2015-12-04 19:32:13,1,1.91,-73.994819641113281,40.723201751708984,1,N,-74.001670837402344,40.741008758544922,2,11,1,0.5,0,0,0.3,12.8
2,2015-12-04 19:15:55,2015-12-04 19:28:50,1,2.73,-73.964897155761719,40.755683898925781,1,N,-73.941070556640625,40.790138244628906,2,11.5,1,0.5,0,0,0.3,13.3
2,2015-12-04 19:15:55,2015-12-04 19:18:55,1,.65,-73.963996887207031,40.805519104003906,1,N,-73.958671569824219,40.810981750488281,2,4.5,1,0.5,0,0,0.3,6.3
2,2015-12-04 19:15:55,2015-12-04 19:22:28,2,.93,-73.9921875,40.689628601074219,1,N,-73.976211547851563,40.683570861816406,2,6,1,0.5,0,0,0.3,7.8
1,2015-12-04 19:15:56,2015-12-04 19:26:23,1,1.40,-73.974128723144531,40.754486083984375,1,N,-73.980606079101563,40.738094329833984,1,8,1,0.5,1.5,0,0.3,11.3
1,2015-12-04 19:15:56,2015-12-04 19:31:05,1,1.50,-73.981216430664063,40.729305267333984,1,N,-74.000831604003906,40.741954803466797,2,11.5,1,0.5,0,0,0.3,13.3
1,2015-12-04 19:15:56,2015-12-04 19:32:32,6,2.20,-73.950813293457031,40.783298492431641,1,N,-73.970130920410156,40.761344909667969,1,12.5,1,0.5,2.85,0,0.3,17.15
1,2015-12-04 19:15:56,2015-12-04 19:31:22,1,.70,-73.9671630859375,40.765960693359375,1,N,-73.975135803222656,40.765129089355469,2,10,1,0.5,0,0,0.3,11.8
2,2015-12-04 19:15:56,2015-12-04 19:22:44,1,1.93,-73.970687866210938,40.760841369628906,1,N,-73.950149536132813,40.777439117431641,1,7.5,1,0.5,2,0,0.3,11.3
2,2015-12-04 19:15:56,2015-12-04 19:20:36,1,.81,-73.969474792480469,40.753753662109375,1,N,-73.971458435058594,40.744411468505859,1,5,1,0.5,1.7,0,0.3,8.5
2,2015-12-04 19:15:56,2015-12-04 19:28:47,1,1.42,-73.959892272949219,40.773445129394531,1,N,-73.962661743164063,40.758815765380859,2,9.5,1,0.5,0,0,0.3,11.3
2,2015-12-04 19:15:56,2015-12-04 19:42:58,1,4.63,-73.986732482910156,40.739891052246094,1,N,-73.966690063476563,40.793651580810547,1,20.5,1,0.5,4.46,0,0.3,26.76
2,2015-12-04 19:15:56,2015-12-04 19:21:59,2,1.22,-73.968048095703125,40.801471710205078,1,N,-73.978561401367188,40.786121368408203,1,6.5,1,0.5,1.66,0,0.3,9.96
2,2015-12-04 19:15:56,2015-12-04 19:37:08,6,1.91,-73.984306335449219,40.737400054931641,1,N,-73.991249084472656,40.714668273925781,1,14.5,1,0.5,3.26,0,0.3,19.56
1,2015-12-04 19:15:57,2015-12-04 19:26:48,1,1.30,-73.983261108398438,40.738967895507812,1,N,-74.000526428222656,40.736480712890625,1,8.5,1,0.5,1,0,0.3,11.3
1,2015-12-04 19:15:57,2015-12-04 19:33:31,1,2.80,-73.979331970214844,40.764564514160156,1,N,-73.95025634765625,40.771263122558594,1,13.5,1,0.5,3.06,0,0.3,18.36
1,2015-12-04 19:15:57,2015-12-04 19:33:39,1,2.00,-73.996452331542969,40.737865447998047,1,N,-74.003105163574219,40.760246276855469,1,13,1,0.5,2.95,0,0.3,17.75
2,2015-12-04 19:15:57,2015-12-04 19:36:25,1,3.70,-73.956130981445312,40.803436279296875,1,N,-73.979454040527344,40.7672119140625,1,17,1,0.5,3.76,0,0.3,22.56
2,2015-12-04 19:15:57,2015-12-04 19:22:55,3,.77,-74.001228332519531,40.736438751220703,1,N,-73.9923095703125,40.730567932128906,1,6,1,0.5,1.95,0,0.3,9.75
2,2015-12-04 19:15:57,2015-12-04 19:34:22,5,2.36,-73.983993530273437,40.721660614013672,1,N,-73.992027282714844,40.743961334228516,1,13,1,0.5,1,0,0.3,15.8
1,2015-12-04 19:15:58,2015-12-04 19:26:54,1,1.60,0,0,1,N,0,0,2,8.5,1,0.5,0,0,0.3,10.3
1,2015-12-04 19:15:58,2015-12-04 19:26:55,2,1.40,-73.998390197753906,40.740413665771484,1,N,-73.997314453125,40.725814819335938,1,8.5,1,0.5,1.55,0,0.3,11.85
1,2015-12-04 19:15:58,2015-12-04 19:46:28,2,9.40,-73.874481201171875,40.774078369140625,1,N,-73.992889404296875,40.744029998779297,1,31,1,0.5,9.55,5.54,0.3,47.89
1,2015-12-04 19:15:58,2015-12-04 19:39:56,1,2.50,-73.979820251464844,40.749263763427734,1,N,-73.991020202636719,40.720893859863281,2,16,1,0.5,0,0,0.3,17.8
1,2015-12-04 19:15:58,2015-12-04 19:38:28,2,2.10,-73.955093383789063,40.780048370361328,1,N,-73.982101440429688,40.771427154541016,2,14.5,1,0.5,0,0,0.3,16.3
2,2015-12-04 19:15:58,2015-12-04 19:27:52,2,2.21,-73.98321533203125,40.766002655029297,1,N,-73.970428466796875,40.794090270996094,1,10.5,1,0.5,2.46,0,0.3,14.76
2,2015-12-04 19:15:58,2015-12-04 19:39:11,1,5.19,-73.961212158203125,40.769020080566406,1,N,-73.948562622070313,40.828990936279297,2,19.5,1,0.5,0,0,0.3,21.3
2,2015-12-04 19:15:58,2015-12-04 19:25:37,5,1.27,-73.974784851074219,40.761051177978516,1,N,-73.9593505859375,40.764156341552734,1,8,1,0.5,1,0,0.3,10.8
2,2015-12-04 19:15:58,2015-12-04 19:21:38,1,.60,-73.978713989257812,40.787727355957031,1,N,-73.984207153320313,40.780170440673828,2,5.5,1,0.5,0,0,0.3,7.3
2,2015-12-04 19:15:58,2015-12-04 19:21:09,3,.77,-73.999221801757812,40.754398345947266,1,N,-73.991310119628906,40.750278472900391,1,5.5,1,0.5,1.46,0,0.3,8.76
2,2015-12-04 19:15:58,2015-12-04 19:37:05,3,2.49,-73.994598388671875,40.718963623046875,1,N,-73.974479675292969,40.750778198242188,1,14.5,1,0.5,4.89,0,0.3,21.19
1,2015-12-04 19:15:59,2015-12-04 19:20:45,1,.70,-73.986465454101563,40.767166137695313,1,N,-73.991691589355469,40.757919311523438,1,5,1,0.5,1.36,0,0.3,8.16
1,2015-12-04 19:15:59,2015-12-04 19:23:55,1,1.00,-73.993911743164062,40.741703033447266,1,N,-74.004585266113281,40.732070922851563,1,7,1,0.5,1.75,0,0.3,10.55
1,2015-12-04 19:15:59,2015-12-04 19:22:01,1,.80,-73.973464965820313,40.791877746582031,1,N,-73.976333618164062,40.785247802734375,2,6,1,0.5,0,0,0.3,7.8
2,2015-12-04 19:15:59,2015-12-04 19:18:44,1,.46,-73.993186950683594,40.742488861083984,1,N,-73.988822937011719,40.748359680175781,2,4,1,0.5,0,0,0.3,5.8
2,2015-12-04 19:15:59,2015-12-04 19:32:28,3,3.66,-74.007247924804687,40.742763519287109,1,N,-73.974128723144531,40.785697937011719,1,14,1,0.5,3.16,0,0.3,18.96
2,2015-12-04 19:15:59,2015-12-04 19:32:44,1,2.86,-73.976852416992188,40.765945434570313,1,N,-73.968498229980469,40.791656494140625,2,13,1,0.5,0,0,0.3,14.8
2,2015-12-04 19:15:59,2015-12-04 19:28:52,3,1.09,-73.972625732421875,40.757167816162109,1,N,-73.9837646484375,40.742420196533203,2,9.5,1,0.5,0,0,0.3,11.3
2,2015-12-04 19:15:59,2015-12-04 19:21:43,1,2.10,-73.958992004394531,40.780467987060547,1,N,-73.940505981445313,40.805698394775391,1,7.5,1,0.5,2.32,0,0.3,11.62
1,2015-12-04 19:16:00,2015-12-04 19:24:41,1,1.40,-73.930282592773437,40.737644195556641,1,N,-73.954109191894531,40.730316162109375,2,7.5,1,0.5,0,0,0.3,9.3
1,2015-12-04 19:16:00,2015-12-04 19:26:45,1,.90,-73.979782104492187,40.7666015625,1,N,-73.978164672851562,40.77764892578125,1,8,1,0.5,1,0,0.3,10.8
1,2015-12-04 19:16:00,2015-12-04 19:26:39,1,1.30,-73.988540649414062,40.731369018554688,1,N,-73.984580993652344,40.745445251464844,1,8.5,1,0.5,1.7,0,0.3,12
2,2015-12-04 19:17:28,2015-12-04 20:03:24,1,4.88,-73.956962585449219,40.783149719238281,1,N,-74.006484985351563,40.740535736083984,1,28.5,1,0.5,6.06,0,0.3,36.36
2,2015-12-04 19:17:28,2015-12-04 19:28:52,1,.79,-73.974990844726563,40.763580322265625,1,N,-73.983078002929688,40.760578155517578,2,8.5,1,0.5,0,0,0.3,10.3
2,2015-12-04 19:17:28,2015-12-04 19:30:25,1,6.19,-74.015121459960938,40.715671539306641,1,N,-73.972373962402344,40.749233245849609,1,18.5,1,0.5,3,0,0.3,23.3
2,2015-12-04 19:17:28,2015-12-04 19:24:27,1,.69,-73.992012023925781,40.764247894287109,1,N,-73.988960266113281,40.758861541748047,2,6,1,0.5,0,0,0.3,7.8
1,2015-12-04 19:17:29,2015-12-04 19:23:48,3,.90,-74.004226684570313,40.742057800292969,1,N,-73.997413635253906,40.74969482421875,1,6,1,0.5,1.55,0,0.3,9.35
1,2015-12-04 19:17:29,2015-12-04 19:23:10,1,.70,-73.972480773925781,40.781162261962891,1,N,-73.976356506347656,40.782341003417969,2,5.5,1,0.5,0,0,0.3,7.3
2,2015-12-04 19:17:29,2015-12-04 19:57:41,2,8.22,-73.988937377929687,40.723167419433594,1,N,-73.984169006347656,40.693557739257813,1,31,1,0.5,9.84,0,0.3,42.64
2,2015-12-04 19:17:29,2015-12-04 19:33:09,1,1.62,-74.015869140625,40.714569091796875,1,N,-73.999969482421875,40.723701477050781,1,11,1,0.5,2.56,0,0.3,15.36
2,2015-12-04 19:17:29,2015-12-04 19:30:00,1,2.18,-73.974174499511719,40.751560211181641,1,N,-73.952499389648437,40.776649475097656,1,10,1,0.5,2,0,0.3,13.8
1,2015-12-04 19:17:30,2015-12-04 19:34:19,1,3.50,-73.958953857421875,40.770954132080078,1,N,-73.980003356933594,40.730876922607422,2,15,0,0.5,0,0,0.3,15.8
1,2015-12-04 19:17:30,2015-12-04 19:22:49,4,.50,-74.0009765625,40.718475341796875,1,N,-74.007598876953125,40.717594146728516,1,5,1,0.5,1.36,0,0.3,8.16
1,2015-12-04 19:17:30,2015-12-04 19:27:07,1,1.40,-73.996429443359375,40.725605010986328,1,N,-73.980377197265625,40.735324859619141,1,8,1,0.5,1.5,0,0.3,11.3
1,2015-12-04 19:17:30,2015-12-04 19:51:07,2,3.20,-73.978416442871094,40.752231597900391,1,N,-73.98028564453125,40.782249450683594,2,20.5,1,0.5,0,0,0.3,22.3
2,2015-12-04 19:17:30,2015-12-04 19:48:25,1,11.59,-73.8638916015625,40.769828796386719,1,N,-73.918418884277344,40.870548248291016,1,34.5,1,0.5,6,5.54,0.3,47.84
2,2015-12-04 19:17:30,2015-12-04 19:27:09,2,1.32,-73.968894958496094,40.764480590820312,1,N,-73.962013244628906,40.779491424560547,1,8,1,0.5,1.96,0,0.3,11.76
2,2015-12-04 19:17:30,2015-12-04 19:36:39,1,7.18,-73.986480712890625,40.722431182861328,1,N,-74.015983581542969,40.674789428710937,1,22,1,0.5,5.87,5.54,0.3,35.21
1,2015-12-04 19:17:31,2015-12-04 19:44:28,2,7.00,-73.973396301269531,40.743389129638672,1,N,-73.983085632324219,40.677581787109375,1,23,1,0.5,1,0,0.3,25.8
1,2015-12-04 19:17:31,2015-12-04 19:28:47,1,1.60,-73.9913330078125,40.750038146972656,1,N,-73.997581481933594,40.7301025390625,2,9,1,0.5,0,0,0.3,10.8
1,2015-12-04 19:17:31,2015-12-04 19:31:21,1,6.00,-73.937606811523438,40.804527282714844,1,N,-73.873199462890625,40.774398803710937,1,19,1,0.5,5.25,5.54,0.3,31.59
1,2015-12-04 19:17:31,2015-12-04 19:26:58,1,.80,0,0,1,N,0,0,2,7.5,1,0.5,0,0,0.3,9.3
2,2015-12-04 19:17:31,2015-12-04 19:33:56,2,2.04,-74.005691528320313,40.740409851074219,1,N,-73.988449096679687,40.758419036865234,1,12,1,0.5,2.76,0,0.3,16.56
1,2015-12-04 19:17:32,2015-12-04 19:23:05,2,.90,-73.987220764160156,40.760787963867188,1,N,-73.9940185546875,40.769767761230469,1,6,1,0.5,1.55,0,0.3,9.35
1,2015-12-04 19:17:32,2015-12-04 19:33:30,2,1.60,-73.997566223144531,40.756420135498047,1,N,-73.974739074707031,40.758811950683594,1,11,1,0.5,3.2,0,0.3,16
2,2015-12-04 19:17:32,2015-12-04 19:33:00,1,2.23,-73.966606140136719,40.792545318603516,1,N,-73.971076965332031,40.766929626464844,1,12,1,0.5,2.76,0,0.3,16.56
2,2015-12-04 19:17:32,2015-12-04 19:31:57,1,1.41,-73.999557495117188,40.728420257568359,1,N,-73.984786987304688,40.719009399414063,1,10.5,1,0.5,2,0,0.3,14.3
2,2015-12-04 19:17:32,2015-12-04 19:32:31,2,2.29,-73.980735778808594,40.764854431152344,1,N,-74.005706787109375,40.745063781738281,1,11.5,1,0.5,2.66,0,0.3,15.96
2,2015-12-04 19:17:32,2015-12-04 19:31:39,1,2.64,-74.007431030273437,40.726299285888672,1,N,-73.998908996582031,40.754470825195312,1,12.5,1,0.5,2.86,0,0.3,17.16
2,2015-12-04 19:17:32,2015-12-04 19:51:25,1,5.12,-73.972732543945313,40.758701324462891,1,N,-74.032264709472656,40.74542236328125,1,24,1,0.5,7.51,11.75,0.3,45.06
2,2015-12-04 19:17:32,2015-12-04 20:07:16,5,11.62,-73.863853454589844,40.76953125,1,N,-73.981536865234375,40.762325286865234,1,41.5,1,0.5,8,5.54,0.3,56.84
1,2015-12-04 19:17:33,2015-12-04 19:24:47,3,.50,-73.963600158691406,40.765827178955078,1,N,-73.968467712402344,40.766532897949219,2,6,1,0.5,0,0,0.3,7.8
1,2015-12-04 19:17:33,2015-12-04 19:39:45,2,1.10,-73.969566345214844,40.753559112548828,1,N,-73.984710693359375,40.760673522949219,1,13.5,1,0.5,3.05,0,0.3,18.35
1,2015-12-04 19:17:33,2015-12-04 19:30:42,2,2.00,-73.948013305664062,40.783065795898438,1,N,-73.96929931640625,40.763832092285156,1,10.5,1,0.5,3.05,0,0.3,15.35
1,2015-12-04 19:17:33,2015-12-04 19:42:55,1,3.40,-74.009078979492188,40.710678100585938,1,N,-73.983345031738281,40.755859375,2,17,1,0.5,0,0,0.3,18.8
1,2015-12-04 19:17:33,2015-12-04 19:27:02,1,2.90,-73.970993041992187,40.751247406005859,1,N,-73.977439880371094,40.713310241699219,2,11,1,0.5,0,0,0.3,12.8
2,2015-12-04 19:17:33,2015-12-04 19:25:12,1,.87,-73.989448547363281,40.759052276611328,1,N,-73.985649108886719,40.750503540039063,2,6.5,1,0.5,0,0,0.3,8.3
2,2015-12-04 19:17:33,2015-12-04 19:38:22,1,2.49,-73.991462707519531,40.716842651367188,1,N,-74.001907348632812,40.733627319335937,1,14.5,1,0.5,3.26,0,0.3,19.56
2,2015-12-04 19:17:33,2015-12-04 19:49:42,1,3.52,-73.950698852539062,40.771720886230469,1,N,-73.98870849609375,40.744609832763672,1,20.5,1,0.5,2.8,0,0.3,25.1
2,2015-12-04 19:17:33,2015-12-04 19:34:36,1,4.07,-73.989707946777344,40.687831878662109,1,N,-73.994163513183594,40.732395172119141,1,15.5,1,0.5,4.32,0,0.3,21.62
2,2015-12-04 19:17:33,2015-12-04 19:46:14,1,14.08,-74.015296936035156,40.709846496582031,1,N,-73.861129760742187,40.767707824707031,1,39.5,1,0.5,9.37,5.54,0.3,56.21
2,2015-12-04 19:17:33,2015-12-04 19:23:03,1,1.85,-73.957229614257813,40.78607177734375,1,N,-73.938499450683594,40.804908752441406,2,7,1,0.5,0,0,0.3,8.8
1,2015-12-04 19:17:34,2015-12-04 19:22:39,1,.80,-73.991920471191406,40.744300842285156,1,N,-73.990875244140625,40.736331939697266,1,5.5,1,0.5,1,0,0.3,8.3
1,2015-12-04 19:17:34,2015-12-04 19:28:20,1,1.30,-73.98773193359375,40.738357543945313,1,N,-73.97412109375,40.751243591308594,1,8.5,1,0.5,1,0,0.3,11.3
1,2015-12-04 19:17:34,2015-12-04 19:35:36,1,1.90,-73.971000671386719,40.761444091796875,1,N,-73.987113952636719,40.739498138427734,1,12.5,1,0.5,2.85,0,0.3,17.15
1,2015-12-04 19:17:34,2015-12-04 19:26:36,1,.80,-73.982765197753906,40.727348327636719,1,N,-73.996086120605469,40.732906341552734,2,7,1,0.5,0,0,0.3,8.8
2,2015-12-04 19:17:34,2015-12-04 19:28:14,1,2.09,-73.981781005859375,40.740669250488281,1,N,-73.960403442382812,40.761890411376953,1,9.5,1,0.5,1.7,0,0.3,13
2,2015-12-04 19:17:34,2015-12-04 19:32:38,2,2.84,-74.01702880859375,40.708942413330078,1,N,-74.003128051757812,40.740161895751953,1,13,1,0.5,2.96,0,0.3,17.76
1,2015-12-04 19:17:35,2015-12-04 19:25:11,3,1.20,-74.000694274902344,40.717365264892578,1,N,-74.006675720214844,40.731796264648438,2,7,1,0.5,0,0,0.3,8.8
1,2015-12-04 19:17:35,2015-12-04 19:23:36,1,.80,-73.988815307617188,40.722034454345703,1,N,-73.983253479003906,40.7325439453125,1,6,1,0.5,1.95,0,0.3,9.75
1,2015-12-04 19:17:35,2015-12-04 19:25:30,1,1.90,-73.971778869628906,40.792118072509766,1,N,-73.954177856445313,40.816135406494141,2,8.5,1,0.5,0,0,0.3,10.3
2,2015-12-04 19:17:35,2015-12-04 19:31:50,2,1.70,-73.971542358398438,40.782550811767578,1,N,-73.981597900390625,40.762939453125,1,10.5,1,0.5,1,0,0.3,13.3
2,2015-12-04 19:17:35,2015-12-04 19:42:22,1,2.76,-73.958999633789063,40.777809143066406,1,N,-73.984367370605469,40.743179321289063,1,16.5,1,0.5,3.66,0,0.3,21.96
1,2015-12-04 19:17:36,2015-12-04 19:28:24,1,2.30,-74.006973266601563,40.741703033447266,1,N,-73.992431640625,40.76873779296875,1,10.5,1,0.5,3.05,0,0.3,15.35
1,2015-12-04 19:17:36,2015-12-04 19:27:22,1,1.20,-74.008583068847656,40.720550537109375,1,N,-74.011871337890625,40.708011627197266,1,8,1,0.5,2.45,0,0.3,12.25
1,2015-12-04 19:17:36,2015-12-04 19:32:46,2,2.40,-73.980857849121094,40.782035827636719,1,N,-73.964149475097656,40.764675140380859,1,11.5,1,0.5,2.65,0,0.3,15.95
1,2015-12-04 19:17:36,2015-12-04 19:21:24,1,.40,-73.953201293945313,40.771701812744141,1,N,-73.949325561523438,40.776985168457031,2,4.5,1,0.5,0,0,0.3,6.3
1,2015-12-04 19:17:36,2015-12-04 19:29:36,1,2.30,-73.946823120117188,40.791507720947266,1,N,-73.963470458984375,40.80535888671875,1,10.5,1,0.5,1.6,0,0.3,13.9
2,2015-12-04 19:17:36,2015-12-04 19:25:01,1,1.46,-73.947509765625,40.776218414306641,1,N,-73.969970703125,40.784648895263672,2,7.5,1,0.5,0,0,0.3,9.3
2,2015-12-04 19:17:36,2015-12-04 19:52:28,1,10.09,-74.003829956054687,40.713401794433594,1,N,-73.961097717285156,40.80670166015625,1,34,1,0.5,6,0,0.3,41.8
2,2015-12-04 19:17:36,2015-12-04 19:26:46,1,.45,-73.971168518066406,40.757961273193359,1,N,-73.9747314453125,40.753395080566406,1,6.5,1,0.5,1,0,0.3,9.3
2,2015-12-04 19:17:36,2015-12-04 19:41:25,2,1.65,-73.962974548339844,40.769466400146484,1,N,-73.982513427734375,40.758296966552734,1,15,1,0.5,2,0,0.3,18.8
2,2015-12-04 19:17:36,2015-12-04 19:26:34,6,1.96,-73.919456481933594,40.7724609375,1,N,-73.940101623535156,40.750896453857422,2,9,1,0.5,0,0,0.3,10.8
1,2015-12-04 19:17:37,2015-12-04 19:32:36,1,2.30,-73.987167358398438,40.760936737060547,1,N,-73.966178894042969,40.789642333984375,1,12,1,0.5,2.75,0,0.3,16.55
1,2015-12-04 19:17:37,2015-12-04 19:27:23,1,1.60,-73.98822021484375,40.737701416015625,1,N,-73.974990844726563,40.756423950195312,2,8.5,1,0.5,0,0,0.3,10.3
1,2015-12-04 19:17:37,2015-12-04 19:25:35,1,1.60,-73.967788696289063,40.762821197509766,1,N,-73.952346801757813,40.778316497802734,1,7.5,1,0.5,0,0,0.3,9.3
1,2015-12-04 19:17:37,2015-12-04 19:51:44,1,6.20,-74.006805419921875,40.730274200439453,1,N,-73.916061401367187,40.704196929931641,1,25.5,1,0.5,5,0,0.3,32.3
