VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2015-12-04 19:11:48,2015-12-04 19:25:41,3,1.10,-73.998466491699219,40.719882965087891,1,Y,-73.980987548828125,40.721111297607422,1,10.5,1,0.5,2.45,0,0.3,14.75
2,2015-12-04 19:11:48,2015-12-04 19:39:46,1,6.52,-73.968521118164062,40.754749298095703,1,N,-73.99639892578125,40.695350646972656,1,22.5,1,0.5,4.86,0,0.3,29.16
2,2015-12-04 19:11:48,2015-12-04 19:27:37,1,3.52,-74.007148742675781,40.713218688964844,1,N,-73.975212097167969,40.7330322265625,1,15,1,0.5,4.2,0,0.3,21
2,2015-12-04 19:11:48,2015-12-04 20:24:04,1,15.18,-73.79302978515625,40.644939422607422,1,N,-73.992050170898438,40.684146881103516,2,57.5,1,0.5,0,0,0.3,59.3
2,2015-12-04 19:11:48,2015-12-04 19:25:56,1,2.90,-73.964935302734375,40.714820861816406,1,N,-73.955917358398438,40.67633056640625,1,12,1,0.5,2.76,0,0.3,16.56
2,2015-12-04 19:11:48,2015-12-04 19:33:05,1,5.45,-73.954910278320312,40.773471832275391,1,N,-73.987297058105469,40.719959259033203,2,20,1,0.5,0,0,0.3,21.8
1,2015-12-04 19:11:49,2015-12-04 19:17:56,2,1.10,-73.988571166992188,40.774204254150391,1,N,-73.980819702148437,40.784832000732422,2,6.5,1,0.5,0,0,0.3,8.3
1,2015-12-04 19:11:49,2015-12-04 19:39:19,1,5.90,-73.993583679199219,40.736164093017578,1,N,-73.9554443359375,40.788089752197266,1,24,1,0.5,1,0,0.3,26.8
1,2015-12-04 19:11:49,2015-12-04 19:46:27,1,4.20,-73.989006042480469,40.745536804199219,1,N,-73.981880187988281,40.746196746826172,2,22,1,0.5,0,0,0.3,23.8
1,2015-12-04 19:11:49,2015-12-04 19:26:56,1,2.20,-73.968292236328125,40.755477905273437,1,N,-73.988418579101563,40.727489471435547,1,11,1,0.5,1.28,0,0.3,14.08
1,2015-12-04 19:11:49,2015-12-04 19:23:43,1,1.00,-74.001213073730469,40.746490478515625,1,N,-73.989410400390625,40.745491027832031,1,9,1,0.5,2.15,0,0.3,12.95
1,2015-12-04 19:11:49,2015-12-04 19:22:01,2,1.00,-73.955772399902344,40.776493072509766,1,N,-73.960670471191406,40.766025543212891,1,8,1,0.5,1,0,0.3,10.8
1,2015-12-04 19:11:49,2015-12-04 19:33:51,1,3.30,-73.989906311035156,40.760574340820312,1,N,-73.952156066894531,40.777980804443359,1,16,1,0.5,4.45,0,0.3,22.25
1,2015-12-04 19:11:49,2015-12-04 19:22:14,1,1.30,-73.986572265625,40.766853332519531,1,N,-73.988319396972656,40.75189208984375,1,8,1,0.5,2.45,0,0.3,12.25
2,2015-12-04 19:11:49,2015-12-04 19:29:16,1,2.42,-73.979270935058594,40.789684295654297,1,N,-73.997245788574219,40.763713836669922,2,12.5,1,0.5,0,0,0.3,14.3
2,2015-12-04 19:11:49,2015-12-04 19:30:59,1,4.60,-73.96826171875,40.799915313720703,1,N,-73.936149597167969,40.85028076171875,2,17.5,1,0.5,0,0,0.3,19.3
1,2015-12-04 19:11:50,2015-12-04 19:19:38,1,1.10,-73.960990905761719,40.775035858154297,1,N,-73.959762573242188,40.763736724853516,1,6.5,1,0.5,1.65,0,0.3,9.95
1,2015-12-04 19:11:50,2015-12-04 19:28:45,3,2.60,-73.946945190429688,40.806003570556641,1,N,-73.977363586425781,40.7861328125,2,13,1,0.5,0,0,0.3,14.8
1,2015-12-04 19:11:50,2015-12-04 19:25:51,1,1.50,-73.959144592285156,40.781055450439453,1,N,-73.9732666015625,40.764114379882813,2,10.5,1,0.5,0,0,0.3,12.3
2,2015-12-04 19:11:50,2015-12-04 19:21:50,1,1.11,-73.9769287109375,40.750789642333984,1,N,-73.987289428710938,40.739021301269531,1,8,1,0.5,1.96,0,0.3,11.76
2,2015-12-04 19:11:50,2015-12-04 19:16:24,1,.62,-73.959136962890625,40.781192779541016,1,N,-73.959281921386719,40.774486541748047,1,5,1,0.5,1.36,0,0.3,8.16
2,2015-12-04 19:11:50,2015-12-04 19:22:08,1,.92,-73.98699951171875,40.746238708496094,1,N,-73.991462707519531,40.751041412353516,1,7.5,1,0.5,2.79,0,0.3,12.09
1,2015-12-04 19:11:51,2015-12-04 19:23:22,1,1.60,-73.983489990234375,40.743930816650391,1,N,-74.002532958984375,40.734153747558594,1,9,1,0.5,2.15,0,0.3,12.95
2,2015-12-04 19:11:51,2015-12-04 19:35:01,1,2.30,-73.952278137207031,40.783981323242187,1,N,-73.977157592773438,40.7630615234375,2,15,1,0.5,0,0,0.3,16.8
2,2015-12-04 19:11:51,2015-12-04 19:41:20,6,3.78,-74.01165771484375,40.710742950439453,1,N,-73.981224060058594,40.760135650634766,1,19.5,1,0.5,5.32,0,0.3,26.62
2,2015-12-04 19:11:51,2015-12-04 19:23:41,2,1.67,-73.971473693847656,40.750999450683594,1,N,-73.972358703613281,40.741600036621094,2,10,1,0.5,0,0,0.3,11.8
2,2015-12-04 19:11:51,2015-12-04 19:24:07,1,3.68,-73.988059997558594,40.700656890869141,1,N,-73.963325500488281,40.718399047851563,1,13.5,1,0.5,0,0,0.3,15.3
2,2015-12-04 19:11:51,2015-12-04 19:14:07,1,.83,-73.962791442871094,40.766868591308594,1,N,-73.954566955566406,40.777931213378906,2,4.5,1,0.5,0,0,0.3,6.3
2,2015-12-04 19:11:51,2015-12-04 19:16:56,2,.44,-73.96759033203125,40.768630981445313,1,N,-73.969512939453125,40.763111114501953,2,5,1,0.5,0,0,0.3,6.8
1,2015-12-04 19:11:52,2015-12-04 19:25:34,2,1.40,-73.988777160644531,40.744903564453125,1,N,-73.987625122070313,40.759918212890625,2,9.5,1,0.5,0,0,0.3,11.3
1,2015-12-04 19:11:52,2015-12-04 19:33:57,1,3.20,-73.9957275390625,40.72344970703125,1,N,-73.980064392089844,40.760917663574219,1,15.5,1,0.5,4.3,0,0.3,21.6
1,2015-12-04 19:11:52,2015-12-04 19:26:12,1,5.30,-73.870742797851563,40.773765563964844,1,N,-73.856956481933594,40.728443145751953,1,17,1,0.5,3.75,0,0.3,22.55
1,2015-12-04 19:11:52,2015-12-04 19:18:36,3,1.40,-73.956893920898437,40.775848388671875,1,N,-73.969436645507813,40.789485931396484,1,7,1,0.5,1.75,0,0.3,10.55
1,2015-12-04 19:11:52,2015-12-04 19:32:50,1,3.20,-73.98486328125,40.768093109130859,1,N,-73.959327697753906,40.805980682373047,1,16,1,0.5,3.55,0,0.3,21.35
1,2015-12-04 19:11:52,2015-12-04 19:20:40,1,.60,-73.983146667480469,40.747745513916016,1,N,-73.992942810058594,40.751998901367188,1,7,1,0.5,2.2,0,0.3,11
2,2015-12-04 19:11:52,2015-12-04 19:26:48,1,1.90,-73.977760314941406,40.7635498046875,1,N,-73.970939636230469,40.786930084228516,2,11,1,0.5,0,0,0.3,12.8
2,2015-12-04 19:11:52,2015-12-04 19:23:09,6,.96,-73.989608764648437,40.75628662109375,1,N,-73.978721618652344,40.759170532226563,2,8.5,1,0.5,0,0,0.3,10.3
2,2015-12-04 19:11:52,2015-12-04 19:16:21,1,.38,-73.95172119140625,40.773689270019531,1,N,-73.951210021972656,40.777530670166016,2,4.5,1,0.5,0,0,0.3,6.3
1,2015-12-04 19:11:53,2015-12-04 19:18:01,1,1.20,-73.977996826171875,40.773647308349609,1,N,-73.96258544921875,40.767337799072266,1,6.5,1,0.5,1.65,0,0.3,9.95
1,2015-12-04 19:11:53,2015-12-04 19:24:46,1,2.50,-73.978858947753906,40.752330780029297,1,N,-73.951240539550781,40.775043487548828,1,11,1,0.5,2.55,0,0.3,15.35
1,2015-12-04 19:11:53,2015-12-04 19:32:02,1,7.20,0,0,1,N,0,0,1,23.5,1,0.5,2.53,0,0.3,27.83
1,2015-12-04 19:11:53,2015-12-04 19:20:44,1,.90,-73.995651245117188,40.7252197265625,1,N,-74.002487182617188,40.7335205078125,2,4.5,1,0.5,0,0,0.3,6.3
2,2015-12-04 19:11:53,2015-12-04 19:33:01,1,2.69,-73.996719360351563,40.737651824951172,1,N,-73.971427917480469,40.763763427734375,2,15,1,0.5,0,0,0.3,16.8
2,2015-12-04 19:11:53,2015-12-04 19:26:02,1,2.06,-74.002059936523438,40.730068206787109,1,N,-73.980133056640625,40.748699188232422,2,11,1,0.5,0,0,0.3,12.8
2,2015-12-04 19:11:53,2015-12-04 19:18:26,1,1.26,-73.981101989746094,40.764701843261719,1,N,-73.99285888671875,40.748088836669922,2,6.5,1,0.5,0,0,0.3,8.3
2,2015-12-04 19:11:53,2015-12-04 19:28:44,1,2.50,-73.971733093261719,40.760448455810547,1,N,-73.949119567871094,40.785388946533203,2,13,1,0.5,0,0,0.3,14.8
2,2015-12-04 19:11:53,2015-12-04 19:15:09,1,.78,-73.960723876953125,40.778369903564453,1,N,-73.955284118652344,40.787887573242188,1,4.5,1,0.5,1.26,0,0.3,7.56
2,2015-12-04 19:11:53,2015-12-04 19:18:20,5,.89,-73.952903747558594,40.783370971679688,1,N,-73.961952209472656,40.776851654052734,1,6,1,0.5,1.56,0,0.3,9.36
2,2015-12-04 19:11:53,2015-12-04 19:24:53,1,.98,-73.962020874023438,40.767669677734375,1,N,-73.973182678222656,40.758769989013672,2,9,1,0.5,0,0,0.3,10.8
1,2015-12-04 19:11:54,2015-12-04 19:39:01,1,2.90,-73.994956970214844,40.739715576171875,1,N,-73.962608337402344,40.764148712158203,1,17.5,1,0.5,4.8,0,0.3,24.1
1,2015-12-04 19:11:54,2015-12-04 19:26:22,2,1.10,-73.970832824707031,40.751850128173828,1,N,-73.971427917480469,40.760749816894531,1,10,1,0.5,2.95,0,0.3,14.75
2,2015-12-04 19:11:54,2015-12-04 19:24:49,6,1.66,-73.988739013671875,40.717403411865234,1,N,-73.987327575683594,40.736011505126953,1,9.5,1,0.5,1.5,0,0.3,12.8
1,2015-12-04 19:11:55,2015-12-04 19:35:09,1,5.00,-73.989723205566406,40.752216339111328,1,N,-73.947433471679687,40.783798217773437,1,18.5,1,0.5,3.5,0,0.3,23.8
1,2015-12-04 19:11:55,2015-12-04 19:24:32,1,3.00,-73.994964599609375,40.760318756103516,1,N,-73.971580505371094,40.79693603515625,1,11.5,1,0.5,2.65,0,0.3,15.95
1,2015-12-04 19:11:55,2015-12-04 19:47:51,1,10.90,-73.99688720703125,40.742298126220703,1,N,-74.029571533203125,40.627006530761719,2,36,1,0.5,0,5.54,0.3,43.34
1,2015-12-04 19:11:55,2015-12-04 19:29:56,1,3.20,-73.9871826171875,40.739295959472656,1,N,-73.957115173339844,40.774650573730469,1,14.5,1,0.5,3.25,0,0.3,19.55
1,2015-12-04 19:11:55,2015-12-04 19:18:09,1,.50,-73.955764770507813,40.772674560546875,1,N,-73.960693359375,40.777393341064453,1,5.5,1,0.5,1,0,0.3,8.3
2,2015-12-04 19:11:55,2015-12-04 19:58:51,5,21.49,-73.776779174804688,40.645671844482422,2,N,-73.972686767578125,40.756061553955078,1,52,0,0.5,11.67,5.54,0.3,70.01
1,2015-12-04 19:11:56,2015-12-04 19:13:40,1,.10,-74.008087158203125,40.712287902832031,1,N,-74.010231018066406,40.712142944335938,2,3,1,0.5,0,0,0.3,4.8
1,2015-12-04 19:11:56,2015-12-04 20:08:43,1,30.00,-73.990547180175781,40.749221801757812,1,N,-74.201728820800781,40.523975372314453,1,82.5,1,0.5,19.07,11.08,0.3,114.45
1,2015-12-04 19:11:56,2015-12-04 19:23:05,1,1.20,-73.97857666015625,40.772476196289063,1,N,-73.974754333496094,40.78350830078125,1,8.5,1,0.5,1,0,0.3,11.3
1,2015-12-04 19:11:56,2015-12-04 19:18:41,2,.70,-73.972572326660156,40.786041259765625,1,N,-73.982353210449219,40.784618377685547,1,6,1,0.5,1.55,0,0.3,9.35
1,2015-12-04 19:11:56,2015-12-04 19:43:50,2,4.10,-74.01092529296875,40.713459014892578,1,N,-73.979812622070313,40.756301879882813,1,20.5,1,0.5,2,0,0.3,24.3
1,2015-12-04 19:11:56,2015-12-04 19:30:17,1,2.20,-73.981842041015625,40.768218994140625,1,N,-73.978172302246094,40.791519165039062,1,13,1,0.5,1,0,0.3,15.8
2,2015-12-04 19:11:56,2015-12-04 19:19:13,5,1.30,-73.994491577148438,40.727996826171875,1,N,-74.008636474609375,40.713672637939453,1,6.5,1,0.5,0.5,0,0.3,8.8
2,2015-12-04 19:11:56,2015-12-04 19:22:05,1,.69,-73.982215881347656,40.775009155273438,1,N,-73.98077392578125,40.765750885009766,2,7.5,1,0.5,0,0,0.3,9.3
2,2015-12-04 19:11:56,2015-12-04 19:20:11,2,1.35,-73.951133728027344,40.782279968261719,1,N,-73.964851379394531,40.769989013671875,2,7.5,1,0.5,0,0,0.3,9.3
2,2015-12-04 19:11:56,2015-12-04 19:23:12,3,1.56,-74.005027770996094,40.737537384033203,1,N,-73.987640380859375,40.749916076660156,1,9,1,0.5,2.16,0,0.3,12.96
1,2015-12-04 19:11:57,2015-12-04 19:34:40,1,6.70,-74.011573791503906,40.704849243164063,1,N,-73.957954406738281,40.713188171386719,1,22.5,1,0.5,4.85,0,0.3,29.15
1,2015-12-04 19:11:57,2015-12-04 19:29:03,1,1.80,-73.981193542480469,40.770999908447266,1,N,-73.972221374511719,40.755531311035156,2,12,1,0.5,0,0,0.3,13.8
2,2015-12-04 19:11:57,2015-12-04 19:19:50,2,1.02,-73.95654296875,40.775344848632813,1,N,-73.967132568359375,40.767387390136719,2,7,1,0.5,0,0,0.3,8.8
2,2015-12-04 19:11:57,2015-12-04 19:24:18,1,.97,-73.999267578125,40.733901977539063,1,N,-73.991851806640625,40.726261138916016,1,8.5,1,0.5,1.03,0,0.3,11.33
2,2015-12-04 19:11:57,2015-12-04 19:57:41,1,16.43,-73.781768798828125,40.644805908203125,1,N,-73.959083557128906,40.718704223632812,2,48.5,1,0.5,0,0,0.3,50.3
2,2015-12-04 19:11:57,2015-12-04 19:18:54,1,1.45,-73.968986511230469,40.758029937744141,1,N,-73.957763671875,40.776149749755859,1,7,1,0.5,2,0,0.3,10.8
2,2015-12-04 19:11:57,2015-12-04 19:27:43,3,1.88,-73.98779296875,40.740802764892578,1,N,-73.968429565429687,40.759044647216797,2,11.5,1,0.5,0,0,0.3,13.3
1,2015-12-04 19:11:58,2015-12-04 19:19:27,2,1.90,-73.95391845703125,40.778850555419922,1,N,-73.932662963867187,40.795646667480469,2,8,1,0.5,0,0,0.3,9.8
1,2015-12-04 19:11:58,2015-12-04 19:30:25,4,1.80,-73.99200439453125,40.748908996582031,1,N,-73.984596252441406,40.763492584228516,2,12.5,1,0.5,0,0,0.3,14.3
1,2015-12-04 19:11:58,2015-12-04 19:18:29,1,1.40,-73.95281982421875,40.768264770507813,1,N,-73.949607849121094,40.784595489501953,1,7,1,0.5,1.75,0,0.3,10.55
2,2015-12-04 19:11:58,2015-12-04 19:22:34,2,2.04,-73.992942810058594,40.758171081542969,1,N,-73.991477966308594,40.736888885498047,1,9.5,1,0.5,2.82,0,0.3,14.12
2,2015-12-04 19:11:58,2015-12-04 19:21:41,2,.85,-73.9788818359375,40.764438629150391,1,N,-73.982467651367188,40.771579742431641,1,7.5,1,0.5,1.86,0,0.3,11.16
2,2015-12-04 19:11:58,2015-12-04 19:23:17,2,1.45,-73.980453491210937,40.742313385009766,1,N,-73.966598510742188,40.761760711669922,2,9,1,0.5,0,0,0.3,10.8
1,2015-12-04 19:11:59,2015-12-04 19:19:40,1,1.40,-73.969032287597656,40.761260986328125,1,N,-73.953201293945313,40.771572113037109,1,7,1,0.5,1,0,0.3,9.8
1,2015-12-04 19:11:59,2015-12-04 19:35:31,1,2.30,-73.988166809082031,40.745693206787109,1,N,-73.987953186035156,40.720809936523438,1,15.5,1,0.5,0.86,0,0.3,18.16
1,2015-12-04 19:11:59,2015-12-04 19:30:30,1,1.10,-73.970413208007813,40.7620849609375,1,N,-73.983688354492187,40.759033203125,1,12,1,0.5,2.75,0,0.3,16.55
2,2015-12-04 19:11:59,2015-12-04 19:19:55,1,2.87,-73.96826171875,40.761470794677734,1,N,-73.933082580566406,40.763698577880859,2,10,1,0.5,0,0,0.3,11.8
2,2015-12-04 19:11:59,2015-12-04 19:38:53,2,4.39,-74.016159057617188,40.714859008789063,1,N,-73.988700866699219,40.758701324462891,2,20.5,1,0.5,0,0,0.3,22.3
2,2015-12-04 19:11:59,2015-12-04 19:24:26,1,1.61,-73.997360229492188,40.741802215576172,1,N,-73.9959716796875,40.725257873535156,1,9.5,1,0.5,2.26,0,0.3,13.56
2,2015-12-04 19:11:59,2015-12-04 19:45:00,1,12.16,-73.874656677246094,40.774131774902344,1,N,-74.009300231933594,40.706649780273437,2,36,1,0.5,0,0,0.3,37.8
2,2015-12-04 19:11:59,2015-12-04 20:03:54,4,18.37,-73.7818603515625,40.644729614257813,2,N,-73.9993896484375,40.744178771972656,1,52,0,0.5,11.67,5.54,0.3,70.01
1,2015-12-04 19:12:00,2015-12-04 19:39:37,1,6.50,-73.970420837402344,40.752010345458984,1,N,-73.9588623046875,40.69189453125,1,23.5,1,0.5,3.8,0,0.3,29.1
1,2015-12-04 19:12:00,2015-12-04 19:20:17,1,1.20,-73.998291015625,40.743492126464844,1,N,-74.008544921875,40.7332763671875,2,7,1,0.5,0,0,0.3,8.8
1,2015-12-04 19:12:00,2015-12-04 19:28:07,1,1.10,-73.985824584960938,40.751106262207031,1,N,-73.980377197265625,40.760635375976563,2,11,1,0.5,0,0,0.3,12.8
1,2015-12-04 19:12:00,2015-12-04 19:37:52,1,3.80,-73.997039794921875,40.762733459472656,1,N,-73.992073059082031,40.725372314453125,1,19,1,0.5,2,0,0.3,22.8
1,2015-12-04 19:12:00,2015-12-04 19:20:23,1,1.40,-73.956298828125,40.77142333984375,1,N,-73.956573486328125,40.785160064697266,1,7.5,1,0.5,1.86,0,0.3,11.16
1,2015-12-04 19:12:00,2015-12-04 19:22:03,1,1.10,-73.987686157226562,40.749984741210937,1,N,-73.974807739257812,40.756130218505859,2,8,1,0.5,0,0,0.3,9.8
2,2015-12-04 19:12:00,2015-12-04 19:21:40,1,1.27,-73.978950500488281,40.744239807128906,1,N,-73.989669799804688,40.735210418701172,1,8,1,0.5,0.5,0,0.3,10.3
2,2015-12-04 19:12:00,2015-12-04 19:42:31,1,7.42,-73.97467041015625,40.742046356201172,1,N,-73.955291748046875,40.675754547119141,1,26.5,1,0.5,5.66,0,0.3,33.96
2,2015-12-04 19:12:00,2015-12-04 19:33:22,1,3.06,-73.954048156738281,40.766761779785156,1,N,-73.985061645507813,40.739089965820313,1,17,1,0.5,3,0,0.3,21.8
2,2015-12-04 19:12:00,2015-12-04 19:20:21,1,1.30,-74.007179260253906,40.714668273925781,1,N,-74.009292602539063,40.705471038818359,1,7.5,1,0.5,0,0,0.3,9.3
1,2015-12-04 19:12:01,2015-12-04 19:29:49,1,3.40,-73.975662231445312,40.752250671386719,1,N,-73.9873046875,40.722114562988281,1,14.5,0,0.5,3.06,0,0.3,18.36
1,2015-12-04 19:12:01,2015-12-04 19:19:06,1,.80,-73.994285583496094,40.732246398925781,1,N,-73.985870361328125,40.736045837402344,2,6,1,0.5,0,0,0.3,7.8
1,2015-12-04 19:12:01,2015-12-04 19:36:46,1,2.80,-73.989570617675781,40.752098083496094,1,N,-73.974990844726563,40.785987854003906,2,16.5,1,0.5,0,0,0.3,18.3
2,2015-12-04 19:12:01,2015-12-04 19:37:20,5,8.54,-73.874458312988281,40.773975372314453,1,N,-73.958198547363281,40.775714874267578,1,27,1,0.5,6.87,5.54,0.3,41.21
2,2015-12-04 19:12:01,2015-12-04 19:16:30,1,.51,-73.957649230957031,40.814960479736328,1,N,-73.951553344726563,40.809768676757813,2,5,1,0.5,0,0,0.3,6.8
2,2015-12-04 19:12:01,2015-12-04 19:26:47,2,1.32,-73.971588134765625,40.763980865478516,1,N,-73.975540161132813,40.776958465576172,1,10.5,1,0.5,2.46,0,0.3,14.76
2,2015-12-04 19:12:01,2015-12-04 19:16:18,1,.44,-73.962860107421875,40.776821136474609,1,N,-73.956558227539063,40.775421142578125,2,4.5,1,0.5,0,0,0.3,6.3
2,2015-12-04 19:12:01,2015-12-04 19:39:15,1,6.68,-74.005073547363281,40.707565307617188,1,N,-73.98211669921875,40.768383026123047,1,26,1,0.5,5.56,0,0.3,33.36
1,2015-12-04 19:12:02,2015-12-04 19:34:30,2,2.70,-73.989349365234375,40.741893768310547,1,N,-73.977836608886719,40.773571014404297,2,15.5,1,0.5,0,0,0.3,17.3
1,2015-12-04 19:12:02,2015-12-04 19:23:45,1,1.10,-73.982307434082031,40.764472961425781,1,N,-73.968177795410156,40.765380859375,2,8.5,1,0.5,0,0,0.3,10.3
1,2015-12-04 19:12:02,2015-12-04 19:18:39,2,.90,-73.951408386230469,40.778648376464844,1,N,-73.955787658691406,40.768718719482422,1,6,1,0.5,1.55,0,0.3,9.35
2,2015-12-04 19:12:02,2015-12-04 19:23:20,1,1.80,-73.973098754882812,40.755928039550781,1,N,-73.963157653808594,40.774288177490234,2,9.5,1,0.5,0,0,0.3,11.3
2,2015-12-04 19:12:02,2015-12-04 19:18:07,1,.81,-73.989326477050781,40.723171234130859,1,N,-73.977890014648437,40.725498199462891,1,6,1,0.5,1.56,0,0.3,9.36
2,2015-12-04 19:12:02,2015-12-04 19:29:56,2,2.79,-73.986907958984375,40.756732940673828,1,N,-73.958351135253906,40.772823333740234,1,13.5,1,0.5,3.06,0,0.3,18.36
2,2015-12-04 19:12:02,2015-12-04 19:32:36,5,1.91,-73.995697021484375,40.759719848632812,1,N,-73.984931945800781,40.742179870605469,1,13.5,1,0.5,2,0,0.3,17.3
2,2015-12-04 19:12:02,2015-12-04 19:21:26,1,1.47,-73.988044738769531,40.764877319335938,1,N,-73.998451232910156,40.7542724609375,1,8,1,0.5,1.96,0,0.3,11.76
2,2015-12-04 19:12:02,2015-12-04 19:25:08,1,2.94,-73.979751586914063,40.743640899658203,1,N,-73.988250732421875,40.719989776611328,1,12.5,1,0.5,3,0,0.3,17.3
2,2015-12-04 19:12:02,2015-12-04 19:19:21,1,.98,-73.984222412109375,40.761764526367188,1,N,-73.977935791015625,40.752830505371094,2,6.5,1,0.5,0,0,0.3,8.3
2,2015-12-04 19:12:02,2015-12-04 19:32:30,2,2.63,-73.978645324707031,40.754661560058594,1,N,-74.006866455078125,40.733001708984375,1,14,1,0.5,1.5,0,0.3,17.3
1,2015-12-04 19:12:03,2015-12-04 19:20:21,1,1.10,-73.969955444335937,40.758888244628906,1,N,-73.972244262695312,40.746452331542969,2,7,1,0.5,0,0,0.3,8.8
1,2015-12-04 19:12:03,2015-12-04 19:37:16,1,8.30,-73.874435424804688,40.774017333984375,1,N,-73.983718872070313,40.749107360839844,1,28,1,0.5,5,5.54,0.3,40.34
1,2015-12-04 19:12:03,2015-12-04 19:28:30,4,1.40,-73.968154907226562,40.758857727050781,1,N,-73.979423522949219,40.755447387695313,1,11,1,0.5,1.5,0,0.3,14.3
1,2015-12-04 19:12:03,2015-12-04 19:21:58,1,1.30,-73.991615295410156,40.747295379638672,1,N,-73.978797912597656,40.752445220947266,2,8,1,0.5,0,0,0.3,9.8
2,2015-12-04 19:12:03,2015-12-04 19:21:25,2,.70,-73.98626708984375,40.766891479492188,1,N,-73.989364624023438,40.758747100830078,2,7,1,0.5,0,0,0.3,8.8
2,2015-12-04 19:12:03,2015-12-04 19:15:07,1,.54,-73.974441528320312,40.751056671142578,1,N,-73.967887878417969,40.753250122070313,1,4,1,0.5,1,0,0.3,6.8
2,2015-12-04 19:12:03,2015-12-04 19:21:22,1,1.41,-73.950592041015625,40.784141540527344,1,N,-73.969276428222656,40.790599822998047,2,8,1,0.5,0,0,0.3,9.8
1,2015-12-04 19:12:04,2015-12-04 19:20:42,1,1.30,-73.983711242675781,40.765689849853516,1,N,-73.978446960449219,40.783046722412109,1,8,1,0.5,1.96,0,0.3,11.76
1,2015-12-04 19:12:04,2015-12-04 19:19:09,1,1.00,-73.983238220214844,40.761154174804688,1,N,-73.993301391601563,40.747535705566406,2,6.5,1,0.5,0,0,0.3,8.3
2,2015-12-04 19:12:04,2015-12-04 19:15:10,3,.78,-73.991081237792969,40.765541076660156,1,N,-73.984283447265625,40.775039672851563,1,4.5,1,0.5,1,0,0.3,7.3
2,2015-12-04 19:12:04,2015-12-04 19:28:32,1,1.66,-73.957412719726563,40.771453857421875,1,N,-73.980224609375,40.770427703857422,1,11,1,0.5,3.2,0,0.3,16
2,2015-12-04 19:12:04,2015-12-04 19:15:16,1,.37,-73.978996276855469,40.785358428955078,1,N,-73.983489990234375,40.78369140625,1,4,1,0.5,1,0,0.3,6.8
2,2015-12-04 19:12:04,2015-12-04 19:26:53,1,1.33,-73.978401184082031,40.749767303466797,1,N,-73.985992431640625,40.762237548828125,1,10,1,0.5,3.54,0,0.3,15.34
2,2015-12-04 19:12:04,2015-12-04 19:19:30,1,.82,-74.007606506347656,40.726791381835938,1,N,-73.9976806640625,40.722480773925781,1,6.5,1,0.5,1.66,0,0.3,9.96
1,2015-12-04 19:12:05,2015-12-04 20:10:12,2,13.20,-73.80035400390625,40.666389465332031,2,N,-74.004859924316406,40.706081390380859,2,52,0,0.5,0,0,0.3,52.8
1,2015-12-04 19:12:05,2015-12-04 19:20:29,1,2.80,-73.967506408691406,40.761119842529297,1,N,-73.931777954101563,40.765064239501953,1,10.5,1,0.5,2.45,0,0.3,14.75
2,2015-12-04 19:12:05,2015-12-04 19:22:09,1,4.40,-74.014839172363281,40.714248657226563,1,N,-73.987022399902344,40.722381591796875,1,14.5,1,0.5,0,0,0.3,16.3
2,2015-12-04 19:12:05,2015-12-04 19:41:12,1,10.84,-73.85955810546875,40.771511077880859,1,N,-73.937088012695313,40.854351043701172,1,32,1,0.5,9.84,5.54,0.3,49.18
2,2015-12-04 19:12:05,2015-12-04 19:33:48,5,8.69,-73.974761962890625,40.742088317871094,1,N,-73.905570983886719,40.778739929199219,1,26.5,1,0.5,8.49,0,0.3,36.79
2,2015-12-04 19:12:05,2015-12-04 19:16:13,2,.51,-73.942558288574219,40.748443603515625,1,N,-73.948143005371094,40.745708465576172,2,4.5,1,0.5,0,0,0.3,6.3
2,2015-12-04 19:12:05,2015-12-04 19:46:22,3,15.89,-74.013038635253906,40.702358245849609,1,N,-73.785469055175781,40.739013671875,1,43.5,1,0.5,13.59,0,0.3,58.89
2,2015-12-04 19:12:05,2015-12-04 19:27:52,1,3.20,-73.987503051757812,40.743595123291016,1,N,-74.016487121582031,40.716056823730469,2,13,1,0.5,0,0,0.3,14.8
2,2015-12-04 19:12:05,2015-12-04 19:17:08,1,.81,-73.982063293457031,40.757366180419922,1,N,-73.990226745605469,40.754966735839844,1,5.5,1,0.5,1.46,0,0.3,8.76
2,2015-12-04 19:12:05,2015-12-04 19:44:55,1,5.16,-73.983512878417969,40.738441467285156,1,N,-73.980461120605469,40.775218963623047,1,23.5,1,0.5,5.06,0,0.3,30.36
2,2015-12-04 19:12:05,2015-12-04 19:26:22,1,1.51,-73.981986999511719,40.776023864746094,1,N,-73.996490478515625,40.763523101806641,1,10.5,1,0.5,2.46,0,0.3,14.76
1,2015-12-04 19:12:06,2015-12-04 19:25:08,1,1.60,-73.977088928222656,40.752098083496094,1,N,-73.981346130371094,40.7373046875,1,9.5,1,0.5,3.35,0,0.3,14.65
1,2015-12-04 19:12:06,2015-12-04 20:05:32,1,17.60,-73.790115356445313,40.643913269042969,2,N,-73.989089965820313,40.741344451904297,1,52,0,0.5,11.67,5.54,0.3,70.01
