trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,total_amount,time
1.23,-73.97553253173827,40.786888122558594,-73.9574966430664,40.78032302856445,7.8,6.066666666666666
2.53,-73.97431945800781,40.75048828125,-73.94844055175781,40.77475357055664,10.8,6.916666666666667
1.07,-73.98487091064453,40.7537498474121,-73.99890899658203,40.75360107421875,7.8,6.85
1.41,-74.00743865966798,40.72650146484375,-74.01151275634766,40.71488952636719,9.96,5.983333333333333
16.34,-73.8633270263672,40.77000045776367,-73.96267700195312,40.66022872924805,55.56,26.116666666666667
8.69,-73.86347961425781,40.77014923095703,-73.97635650634766,40.749420166015625,31.84,15.9
1.0,-73.99020385742188,40.73701477050781,-74.00493621826173,40.74327850341797,8.8,6.216666666666667
8.6,-73.9832763671875,40.75581741333008,-73.93760681152342,40.84333419799805,32.15,17.05
0.4,-73.99889373779298,40.73234939575195,-74.00376892089844,40.73638916015625,6.3,5.133333333333334
8.2,-74.0024185180664,40.728118896484375,-74.00788879394531,40.64735794067383,34.1,21.183333333333334
1.5,-73.98992919921875,40.73845291137695,-73.98237609863281,40.75556945800781,10.35,5.833333333333333
18.6,-73.78189086914062,40.644752502441406,-73.99617767333984,40.71957778930664,60.8,28.916666666666668
0.4,-73.99140167236328,40.73332214355469,-73.9876480102539,40.73552322387695,6.35,3.1666666666666665
4.5,-73.98163604736328,40.73276901245117,-73.94813537597656,40.789710998535156,19.3,13.883333333333333
1.24,-73.99495697021484,40.75286102294922,-73.97924041748048,40.74288940429688,10.3,7.2
0.75,-73.98809814453125,40.73854064941406,-73.97545623779298,40.73308944702149,8.16,5.233333333333333
6.3,-74.00631713867188,40.73308181762695,-73.95597076416014,40.66536331176758,25.3,24.0
1.51,-73.97199249267578,40.75738143920898,-73.99488830566406,40.76026153564453,11.76,10.683333333333334
7.4,-74.00295257568358,40.73385620117188,-73.92024993896483,40.74129867553711,32.75,31.433333333333334
1.95,-73.98982238769531,40.73540115356445,-73.982177734375,40.75807189941406,12.74,7.75
13.7,-73.77705383300781,40.64630508422852,-73.7688980102539,40.76585388183594,38.3,19.783333333333335
3.5,-73.96205139160156,40.759498596191406,-73.96936798095702,40.79455947875977,13.3,12.066666666666666
11.9,-73.86341857910156,40.76995468139648,-74.00337982177734,40.73420333862305,43.55,24.45
3.86,-73.98356628417969,40.77096939086913,-73.95642852783203,40.74734878540039,18.96,15.1
0.0,-73.90940856933594,40.778621673583984,-73.90940856933594,40.778621673583984,3.8,0.23333333333333334
10.72,-73.87320709228516,40.77415084838867,-73.98245239257811,40.76203536987305,36.84,19.433333333333334
5.45,-73.98976135253906,40.734466552734375,-73.95296478271484,40.800872802734375,23.3,20.55
5.5,-73.99799346923827,40.74074172973633,-73.92625427246094,40.75711059570313,23.75,18.816666666666666
2.6,-74.00420379638672,40.75205612182617,-74.00420379638672,40.720985412597656,12.3,11.366666666666667
5.49,-73.94236755371094,40.832969665527344,-73.98921966552734,40.77391815185547,18.3,11.783333333333333
0.45,-73.9887466430664,40.72229385375977,-73.98350524902342,40.72600936889648,5.3,3.05
1.3,-73.97602844238281,40.755859375,-73.96288299560547,40.75848007202149,10.56,7.816666666666666
7.2,-73.87301635742188,40.7740364074707,-73.93131256103516,40.70380401611328,29.1,16.366666666666667
18.29,-74.00852203369139,40.71436309814453,-74.1643295288086,40.87241744995117,75.0,33.05
13.45,-73.87288665771484,40.77423095703125,-74.01727294921875,40.70697021484375,52.01,22.683333333333334
2.0,-73.9877700805664,40.74410629272461,-73.98410034179686,40.76716613769531,10.3,9.516666666666667
1.8,-73.99983978271484,40.743328094482415,-73.97560882568358,40.72864532470703,11.75,8.416666666666666
1.93,-73.99310302734375,40.74208068847656,-74.00745391845702,40.741111755371094,11.3,11.55
2.01,-73.95581817626955,40.7140998840332,-73.95498657226562,40.734779357910156,9.8,7.733333333333333
0.32,-73.98776245117188,40.76520919799805,-73.99047088623048,40.7613525390625,6.24,1.35
18.54,-73.78862762451173,40.644996643066406,-74.00531005859375,40.74572372436523,65.34,42.166666666666664
0.4,-73.98289489746094,40.739662170410156,-73.9866485595703,40.73409652709961,5.75,2.1166666666666667
3.4,-73.97608947753906,40.75589370727539,-73.96710205078125,40.79270935058594,12.8,10.666666666666666
17.5,-73.79000091552734,40.64695358276367,-73.99649810791014,40.76101303100585,68.34,43.11666666666667
1.1,-73.9735336303711,40.67721557617188,-73.95375061035155,40.67366790771485,6.8,3.75
2.51,-73.94261169433594,40.725677490234375,-73.9203872680664,40.707855224609375,14.76,12.166666666666666
9.87,-73.94258117675781,40.84212112426758,-74.00508117675781,40.73186874389648,36.36,20.9
0.3,-73.9808120727539,40.763450622558594,-73.97803497314453,40.76520156860352,5.8,3.8
6.3,-73.97871398925781,40.72414016723633,-73.93714141845702,40.801902770996094,26.16,17.4
3.39,-73.9856185913086,40.75286865234375,-73.97701263427734,40.78990936279297,18.36,14.483333333333333
2.12,-73.98407745361328,40.764915466308594,-73.97411346435547,40.79153060913085,12.88,8.166666666666666
2.3,-73.87422943115234,40.776405334472656,-73.982421875,40.76350021362305,11.3,11.1
1.17,-73.98429107666014,40.76995086669922,-73.99519348144531,40.75495910644531,7.3,2.8833333333333333
0.9,-73.98123168945312,40.76359176635742,-73.96974182128906,40.76521682739258,8.16,4.383333333333334
0.4,-73.98220825195312,40.756629943847656,-73.98747253417969,40.75712966918945,6.95,4.516666666666667
1.83,-73.98826599121094,40.746070861816406,-74.00552368164062,40.727630615234375,12.36,9.616666666666667
1.62,-73.98703765869139,40.75934982299805,-73.97882080078125,40.74488830566406,12.36,10.583333333333334
14.06,-73.7857666015625,40.64571380615234,-73.91311645507811,40.75812149047852,46.3,26.2
0.2,-73.96722412109375,40.76011657714844,-73.96339416503906,40.75864791870117,6.0,2.6333333333333333
2.1,-73.98991394042969,40.76065444946289,-73.98136138916014,40.741226196289055,14.75,14.0
3.3,-73.96595764160156,40.761417388916016,-73.91925048828125,40.75996398925781,13.8,11.55
0.81,-73.97833251953125,40.78322219848633,-73.97189331054686,40.79190444946289,5.8,2.066666666666667
4.15,-73.9972152709961,40.72063827514648,-73.95538330078125,40.68417739868164,20.76,17.25
1.61,-73.99755859375,40.74648666381836,-73.98460388183594,40.764347076416016,8.8,6.666666666666667
0.6,-73.98384857177734,40.77058029174805,-73.97830200195312,40.7658805847168,5.3,2.9
3.4,-73.99215698242188,40.75482940673828,-73.9760513305664,40.79385757446289,13.8,12.833333333333334
0.3,-73.98004913330078,40.74314880371094,-73.97657775878906,40.74783706665039,4.8,2.2666666666666666
6.3,-73.96990966796875,40.75287628173828,-74.01728820800781,40.71025466918945,25.35,11.7
10.7,-73.8635482788086,40.769962310791016,-73.93614196777344,40.85719680786133,44.79,19.0
1.43,-73.987548828125,40.74357986450195,-73.98355865478516,40.758750915527344,8.8,7.566666666666666
1.2,-74.00120544433594,40.73355102539063,-73.98801422119139,40.738502502441406,10.75,6.85
0.17,-73.97915649414062,40.75114822387695,-73.97589111328125,40.74993133544922,4.8,1.8166666666666667
5.28,-73.9993896484375,40.74388885498047,-73.95613861083984,40.7205810546875,23.0,24.8
1.93,-73.952392578125,40.747779846191406,-73.92878723144531,40.7537498474121,9.3,6.283333333333333
18.24,-73.78900146484375,40.6472282409668,-73.95861053466798,40.720230102539055,62.16,28.233333333333334
1.3,-73.98808288574219,40.738548278808594,-74.001220703125,40.727760314941406,8.8,5.866666666666666
1.2,-73.99419403076173,40.73463439941406,-73.99417114257811,40.746109008789055,9.35,6.483333333333333
1.33,-73.98799896240234,40.74380111694336,-73.9949722290039,40.75019836425781,8.3,6.516666666666667
5.66,-74.00553894042969,40.74568176269531,-73.96128845214845,40.81483840942383,21.96,13.866666666666667
5.09,-73.99972534179686,40.71775436401367,-73.92214965820312,40.6880111694336,24.75,20.5
6.37,-73.99224853515625,40.74908065795898,-73.93257904052734,40.69721603393555,30.36,28.5
2.83,-73.97339630126955,40.75849914550781,-74.0038070678711,40.737388610839844,15.38,11.283333333333333
0.85,-73.98801422119139,40.76000595092773,-73.97880554199219,40.7667236328125,6.3,4.266666666666667
2.0,-73.99880981445312,40.7298698425293,-73.99465179443358,40.7518310546875,11.15,7.55
8.1,-73.95364379882812,40.76697158813477,-73.99642944335938,40.69015884399415,26.8,21.666666666666668
6.4,-74.00643920898438,40.740478515625,-73.9354019165039,40.69102096557617,23.8,25.016666666666666
1.4,-73.97531890869139,40.7597541809082,-73.9873504638672,40.75934982299805,13.8,17.966666666666665
1.4,-73.96861267089844,40.76189804077149,-73.95542907714845,40.77690887451172,9.4,7.95
3.35,-73.96112823486328,40.75692367553711,-73.99990844726562,40.73776245117188,19.3,26.25
2.8,-73.99691009521484,40.74744033813477,-73.96560668945312,40.76854705810547,19.3,22.716666666666665
1.84,-73.99343872070312,40.74992370605469,-73.97561645507811,40.76457595825195,18.36,20.9
10.97,-73.87324523925781,40.7740478515625,-73.97445678710938,40.67595672607422,44.76,34.766666666666666
2.92,-73.96770477294923,40.762786865234375,-73.96952819824219,40.763370513916016,20.76,21.683333333333334
1.06,-74.00872802734375,40.739349365234375,-74.0069808959961,40.72303009033203,8.3,5.816666666666666
0.92,-73.99472045898438,40.725013732910156,-73.9830551147461,40.72275161743164,10.3,11.916666666666666
2.4,-73.99113464355469,40.73503494262695,-74.00267028808594,40.76057815551758,14.3,13.9
1.5,-73.96193695068358,40.76758575439453,-73.98198699951173,40.77488327026367,16.6,17.45
1.6,-73.95471954345702,40.773841857910156,-73.96582794189453,40.7541389465332,15.3,13.266666666666667
1.13,-73.96641540527342,40.76463317871094,-73.9719467163086,40.75142288208008,13.56,13.583333333333334
0.4,-73.98615264892578,40.76249694824219,-73.98267364501955,40.767337799072266,6.6,2.066666666666667
0.9,-73.96519470214845,40.76350784301758,-73.97117614746094,40.75661849975585,10.35,8.0
0.6,-73.98662567138672,40.766616821289055,-73.9925537109375,40.758399963378906,9.35,6.85
0.2,-73.98125457763672,40.7645378112793,-73.98401641845702,40.76191711425781,5.3,2.033333333333333
1.8,-73.98692321777342,40.74515151977539,-73.98861694335938,40.72428894042969,13.8,17.6
0.57,-73.96833038330078,40.76747131347656,-73.97171020507811,40.760658264160156,8.3,7.9
2.01,-73.97013854980467,40.76246643066406,-73.99082946777342,40.74371719360352,17.76,19.283333333333335
0.62,-73.99445343017578,40.766090393066406,-73.98651885986328,40.76580047607422,6.3,3.7
0.69,-73.94684600830078,40.7775764465332,-73.95549011230467,40.77860641479492,6.8,4.366666666666666
2.0,-73.99140930175781,40.72728729248047,-74.0096435546875,40.7055778503418,16.0,13.783333333333333
2.7,-74.00289916992188,40.76041030883789,-73.99363708496094,40.73017883300781,16.8,20.9
2.1,-73.96278381347656,40.769622802734375,-73.98291778564453,40.744529724121094,20.75,24.516666666666666
1.3,-73.95090484619139,40.76940155029297,-73.96665954589844,40.767478942871094,10.3,10.716666666666667
2.3,-73.98849487304686,40.74271774291992,-73.99571228027342,40.76448440551758,16.8,18.5
1.8,-73.98704528808595,40.760906219482415,-73.97969055175781,40.74454879760742,16.8,21.966666666666665
17.32,-73.7767333984375,40.64529037475585,-73.97418212890625,40.756591796875,63.89,49.4
2.84,-73.99916076660156,40.754825592041016,-73.99182891845702,40.72722625732422,17.76,17.466666666666665
1.03,-73.9817657470703,40.75883102416992,-73.990966796875,40.750919342041016,11.16,9.2
1.34,-73.97441864013672,40.76361083984375,-73.99368286132812,40.761390686035156,21.62,25.633333333333333
0.5,-73.99877166748048,40.73405838012695,-74.00772094726562,40.73199844360352,6.3,3.8333333333333335
5.1,-73.9740219116211,40.7503776550293,-74.0072708129883,40.71804809570313,33.95,39.13333333333333
0.5,-73.95690155029298,40.77850341796875,-73.95498657226562,40.77347183227539,6.35,3.6333333333333333
1.2,-74.00418853759766,40.72986602783203,-73.9865951538086,40.722164154052734,13.55,13.016666666666667
0.33,-73.97842407226562,40.757148742675774,-73.9779052734375,40.75495910644531,5.3,2.6666666666666665
1.47,-73.97563934326173,40.75574111938477,-73.9871826171875,40.73917770385742,11.3,12.966666666666667
0.37,-73.98186492919923,40.77541732788085,-73.97957611083984,40.77350997924805,7.56,4.283333333333333
1.4,-73.98219299316406,40.74299621582031,-73.9957275390625,40.7268180847168,11.15,8.9
0.9,-73.97383880615234,40.75854110717773,-73.98571014404298,40.75609970092773,11.15,10.333333333333334
5.1,-74.01493072509766,40.7138671875,-73.98094940185547,40.659664154052734,30.34,11.316666666666666
1.5,-74.01725769042969,40.70528793334961,-74.00977325439453,40.71940612792969,9.8,9.516666666666667
7.3,-73.95201873779298,40.79906845092773,-73.98736572265625,40.73759460449219,35.75,35.93333333333333
6.7,-73.998291015625,40.764156341552734,-74.00071716308595,40.67691421508789,34.01,18.333333333333332
10.6,-73.87453460693358,40.774070739746094,-73.98222351074219,40.76869583129883,50.34,43.03333333333333
1.18,-73.99676513671875,40.7374153137207,-73.99473571777342,40.75044631958008,13.56,13.7
3.93,-73.95948791503906,40.774089813232415,-73.98503875732422,40.7275505065918,22.8,29.1
0.7,-73.9927978515625,40.72795486450195,-73.98319244384766,40.726661682128906,9.8,8.65
2.3,-73.9717254638672,40.75960159301758,-73.9552230834961,40.78760528564453,14.77,13.9
1.0,-73.98799133300781,40.7616081237793,-73.97818756103516,40.7515869140625,9.8,10.116666666666667
3.8,-73.99279022216798,40.743106842041016,-73.95408630371094,40.78161239624024,19.8,25.65
5.0,-73.93302154541014,40.79534149169922,-73.9563980102539,40.774085998535156,25.8,34.86666666666667
1.05,-73.98117065429686,40.75986862182617,-73.9845199584961,40.76947784423828,10.3,11.6
3.82,-74.00104522705078,40.729148864746094,-73.99393463134766,40.77123260498047,16.8,15.883333333333333
1.75,-73.97398376464845,40.75989151000977,-73.98222351074219,40.776851654052734,18.8,24.566666666666666
1.7,-73.98107147216798,40.762031555175774,-73.9615936279297,40.77575302124024,12.8,13.45
0.7,-73.95389556884766,40.77487182617188,-73.96044921875,40.7660026550293,7.3,5.7
1.8,-73.98088073730467,40.78159713745117,-73.9537124633789,40.772987365722656,12.8,10.5
0.76,-73.99079132080078,40.730430603027344,-73.98049163818358,40.73016357421875,10.56,8.483333333333333
5.38,-74.00619506835938,40.75003433227539,-73.96856689453125,40.69691848754883,27.25,21.1
1.43,-74.00389099121094,40.70766067504883,-74.0051498413086,40.71889877319336,13.8,9.616666666666667
1.2,-73.96749877929686,40.75871658325195,-73.9576187133789,40.773738861083984,9.95,6.433333333333334
1.6,-73.96916961669923,40.76696014404297,-73.94952392578125,40.77715301513672,9.3,8.4
0.8,-73.9869613647461,40.77129364013672,-73.99105834960938,40.76055908203125,10.55,7.916666666666667
1.19,-73.96067810058595,40.761451721191406,-73.94972991943358,40.77658081054688,10.38,6.683333333333334
1.04,-73.96038818359375,40.77308654785156,-73.96993255615234,40.7601318359375,11.76,11.133333333333333
2.59,-73.97251892089844,40.75650024414063,-73.99739837646483,40.729835510253906,24.44,26.8
1.21,-73.96044158935547,40.78160858154297,-73.97895812988281,40.78953170776367,8.8,7.066666666666666
2.51,-73.96863555908203,40.75462341308594,-73.99224853515625,40.725257873535156,17.76,18.566666666666666
1.4,-73.99604034423827,40.72620391845703,-73.98139953613281,40.72895050048828,14.76,15.0
4.6,-73.99746704101562,40.72407150268555,-73.96412658691406,40.7193717956543,27.35,28.666666666666668
0.8,-73.96111297607422,40.76508712768555,-73.95713806152342,40.77446746826172,8.75,5.633333333333334
5.26,-73.94813537597656,40.78327560424805,-73.98942565917969,40.730079650878906,28.5,25.633333333333333
0.84,-74.01194763183594,40.71352005004883,-74.01763153076173,40.70798873901367,7.3,5.716666666666667
7.45,-74.01144409179686,40.71417236328125,-73.96708679199219,40.803535461425774,32.16,25.683333333333334
0.9,-73.97105407714845,40.76054382324219,-73.97938537597656,40.75004196166992,12.35,11.916666666666666
0.98,-73.97299194335938,40.758750915527344,-73.98755645751955,40.75590896606445,13.8,19.383333333333333
0.35,-73.97676086425781,40.754070281982415,-73.97396850585938,40.75585174560547,8.76,6.583333333333333
8.7,-73.8725051879883,40.77422332763672,-73.9653091430664,40.690101623535156,27.3,18.316666666666666
0.3,-73.98681640625,40.75895690917969,-73.98731231689453,40.756172180175774,8.3,8.9
1.0,-73.97313690185547,40.76430130004883,-73.98745727539062,40.76549530029297,9.3,11.45
0.79,-73.95498657226562,40.77957534790039,-73.94507598876955,40.7735595703125,7.3,5.133333333333334
6.03,-73.99952697753906,40.7214469909668,-73.92784118652342,40.68209838867188,22.8,24.716666666666665
1.73,-73.97452545166014,40.75276947021485,-73.98851013183594,40.73141098022461,13.8,15.3
2.8,-73.96674346923827,40.76126480102539,-73.95640563964844,40.747642517089844,14.75,10.15
0.9,-73.97460174560547,40.76177215576172,-73.96366882324219,40.754661560058594,9.36,6.666666666666667
9.2,-73.86244201660156,40.76893997192383,-73.95519256591797,40.76617813110352,46.59,35.6
1.15,-73.98729705810547,40.73884963989258,-73.99305725097656,40.74794006347656,12.36,11.066666666666666
1.46,-73.96659851074219,40.75318145751953,-73.98333740234375,40.74377059936523,10.8,11.55
3.04,-73.98417663574219,40.76015090942383,-74.00405883789062,40.7216911315918,16.3,19.95
3.61,-73.98607635498048,40.74077987670898,-73.95377349853516,40.78504943847656,22.05,24.333333333333332
0.86,-73.97906494140625,40.76427841186523,-73.98250579833984,40.77154541015625,9.3,10.416666666666666
0.63,-73.98209381103516,40.77574157714844,-73.97940063476562,40.78369140625,8.16,4.033333333333333
12.7,-73.87464141845702,40.77405548095703,-73.99581909179686,40.72340774536133,59.19,47.53333333333333
1.4,-74.00325775146483,40.70798110961913,-73.99240112304686,40.7245979309082,14.15,13.6
0.0,-73.97894287109375,40.762393951416016,-73.9787826538086,40.76237869262695,70.01,0.36666666666666664
3.58,-73.99930572509766,40.72505569458008,-73.96129608154298,40.71920394897461,19.3,18.9
1.05,-73.99078369140625,40.73857879638672,-73.98056030273438,40.73051834106445,12.3,13.033333333333333
1.37,-73.9959716796875,40.74187850952149,-73.99327087402342,40.75494003295898,9.8,9.866666666666667
2.56,-73.96890258789062,40.75437927246094,-73.99440002441406,40.72765350341797,18.96,20.95
0.65,-74.0022201538086,40.75564193725585,-74.0040512084961,40.7509651184082,5.8,2.85
2.1,-73.9477310180664,40.77064895629883,-73.97843933105469,40.77796936035156,13.8,13.166666666666666
1.0,-73.99728393554686,40.73652648925781,-73.99110412597656,40.748870849609375,11.15,10.083333333333334
0.9,-73.99016571044923,40.756614685058594,-73.980224609375,40.765960693359375,11.4,8.35
4.9,-73.95185089111328,40.78155517578125,-73.89591217041014,40.81792068481445,24.8,31.466666666666665
1.7,-73.98358154296875,40.74944686889648,-74.00057983398438,40.72983169555664,12.35,10.283333333333333
1.5,-73.99441528320312,40.74043655395508,-73.98928070068358,40.75841522216797,16.3,23.2
0.9,-74.0082015991211,40.74874496459961,-73.99797058105469,40.740989685058594,10.3,9.5
0.69,-73.97535705566406,40.7802963256836,-73.98230743408203,40.773826599121094,7.8,7.183333333333334
1.83,-73.98595428466798,40.73115158081055,-74.00977325439453,40.73854446411133,12.3,12.35
0.75,-73.9822769165039,40.764915466308594,-73.99063110351562,40.76093673706055,8.76,6.266666666666667
1.85,-73.96363830566406,40.77501678466797,-73.97195434570312,40.79048538208008,12.96,10.45
1.37,-73.98799896240234,40.74969100952149,-73.97103881835938,40.75141906738281,10.3,10.6
2.2,-73.97802734375,40.7529182434082,-73.97737884521484,40.77689743041992,24.75,30.55
1.1,-73.99335479736328,40.752296447753906,-73.98763275146483,40.76537704467773,13.55,12.966666666666667
2.4,-73.9873504638672,40.732585906982415,-73.9703826904297,40.76209259033203,20.8,24.216666666666665
1.9,-73.99154663085938,40.751224517822266,-74.00155639648438,40.736000061035156,12.8,14.633333333333333
2.6,-73.99441528320312,40.74599075317383,-73.9817886352539,40.7580680847168,19.3,27.85
